system:index,avg_rad,.geo
168_0,0.3025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.97213762532611,6.81596721825687]}"
169_0,0.51666665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.42628923872213,36.6130851925014]}"
170_0,0.2725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.18935483530807,15.82606951797567]}"
171_0,0.2175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.72610571202456,7.4178384586169495]}"
172_0,0.27833334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.12335902778963,14.586394425890731]}"
173_0,0.41916665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.45523328799818,35.71027833196128]}"
174_0,0.40333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.82965567270105,33.033298785285105]}"
175_0,0.2075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.93421042320887,15.35894557023352]}"
176_0,0.25916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.12598535941422,10.732621857017984]}"
177_0,0.33333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.25361474398696,7.345973235887388]}"
178_0,0.41916668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52922244743668,33.6127121435422]}"
179_0,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.73546191382496,17.514902252120372]}"
180_0,0.4475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.49940295428576,36.67147568596917]}"
181_0,0.29583335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.68780546094811,10.68321451639141]}"
182_0,0.8233333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.06671942207159,20.68595520506228]}"
183_0,0.4275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22591918754497,26.13872897966778]}"
184_0,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.90439093005794,35.21620492569554]}"
185_0,0.305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.58099742777492,9.996003324039975]}"
186_0,0.5125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.16391256153146,31.622943789217455]}"
187_0,0.28416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.80432775597073,6.550964209441611]}"
188_0,0.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.94956538617684,12.345097792012524]}"
189_0,0.44333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.31062739866421,34.708656790168014]}"
190_0,0.815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5500587877464,18.224571326574793]}"
191_0,0.30833334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.26621402937388,6.905798746668822]}"
192_0,0.37166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47332893963704,9.214469026855992]}"
193_0,0.24833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7345864699501,10.719147127756191]}"
194_0,1.3875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.55704734983513,13.589264460518063]}"
195_0,0.33916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.53384336981374,8.010726546135833]}"
196_0,0.42583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.67720076631366,25.339228376801405]}"
197_0,0.45333332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0965389152225,27.324505154705545]}"
198_0,0.5108333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.78311836670181,23.879466040107182]}"
199_0,0.36583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.47893966293525,36.83317243711068]}"
200_0,0.31166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.37613580017715,9.488455188512447]}"
201_0,0.89916664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.88780246316608,19.742724156736784]}"
