system:index,avg_rad,.geo
89_0,0.20083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.10788970777537,19.302549667518218]}"
90_0,0.28666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.11487826986409,36.16392755044164]}"
91_0,0.2975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.93309127633125,34.97815137540387]}"
92_0,0.15333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.96689995098711,18.988139318076385]}"
93_0,0.22749999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.12896975108784,30.15868987610264]}"
94_0,0.91833335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03964061759154,24.638542455188176]}"
95_0,0.12583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.44300705157046,17.528376981382163]}"
96_0,0.20166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.82766108194859,28.671978080884827]}"
97_0,0.325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9650347061911,34.9107777290949]}"
98_0,2.4075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.34793784881951,25.896183852955506]}"
99_0,0.14083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8571075261403,10.804487079747545]}"
100_0,5.2516665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.74781749620915,33.69356051911296]}"
101_0,0.29583332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.90539571988927,34.40772116998797]}"
102_0,0.12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.8003385744658,16.07310622110854]}"
103_0,0.095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.82678563807373,14.559444967367146]}"
104_0,1.0383333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.84538368462823,32.413461239242636]}"
105_0,0.5866667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6722067949774,19.01508877659997]}"
106_0,0.22083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.36340716883377,30.513524413329847]}"
107_0,0.24583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.35554316287018,22.805979275584352]}"
108_0,0.16416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.9987140348905,20.928500331774554]}"
109_0,0.22333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.10326878539831,22.181650153121286]}"
110_0,0.20666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.93995049246352,32.20684872389515]}"
111_0,0.285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.21805518158138,35.56654788650216]}"
112_0,0.093333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28542882789034,7.24715855463424]}"
113_0,0.11916667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.05710452835827,7.067495497810335]}"
114_0,0.22666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.21319055620158,31.3534492039816]}"
115_0,0.12666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.45610873187306,15.363437146654118]}"
